unique_checkpoint,year,month,day,weekday,hour,vehicles
c-68,2019,1,9,4,11,42
b-26,2019,1,9,4,12,2183
c-95,2019,1,9,4,12,829
b-109,2019,1,9,4,12,231
c-68,2019,1,9,4,12,95
b-26,2019,1,9,4,13,1911
c-95,2019,1,9,4,13,595
b-109,2019,1,9,4,13,252
c-68,2019,1,9,4,13,59
b-26,2019,1,9,4,14,1972
c-95,2019,1,9,4,14,687
b-109,2019,1,9,4,14,65
c-68,2019,1,9,4,14,90
b-26,2019,1,9,4,15,1883
c-95,2019,1,9,4,15,425
b-109,2019,1,9,4,15,161
c-68,2019,1,9,4,15,29
b-26,2019,1,9,4,16,2515
c-95,2019,1,9,4,16,449
b-109,2019,1,9,4,16,154
c-68,2019,1,9,4,16,64
b-26,2019,1,9,4,17,3037
c-95,2019,1,9,4,17,335
b-109,2019,1,9,4,17,221
c-68,2019,1,9,4,17,65
b-26,2019,1,9,4,18,1249
c-95,2019,1,9,4,18,916
b-109,2019,1,9,4,18,234
c-68,2019,1,9,4,18,33
b-26,2019,1,9,4,19,2476
c-95,2019,1,9,4,19,381
b-109,2019,1,9,4,19,274
c-68,2019,1,9,4,19,73
b-26,2019,1,9,4,20,1283
c-95,2019,1,9,4,20,490
b-109,2019,1,9,4,20,230
c-68,2019,1,9,4,20,48
b-26,2019,1,9,4,21,1494
c-95,2019,1,9,4,21,372
b-109,2019,1,9,4,21,84
c-68,2019,1,9,4,21,79
b-26,2019,1,9,4,22,1353
c-95,2019,1,9,4,22,523
b-109,2019,1,9,4,22,163
c-68,2019,1,9,4,22,39
b-26,2019,1,9,4,23,449
c-95,2019,1,9,4,23,230
b-109,2019,1,9,4,23,103
c-68,2019,1,9,4,23,29
b-26,2019,1,10,5,0,173
c-95,2019,1,10,5,0,174
b-109,2019,1,10,5,0,54
c-68,2019,1,10,5,0,33
b-26,2019,1,10,5,1,243
c-95,2019,1,10,5,1,120
b-109,2019,1,10,5,1,45
c-68,2019,1,10,5,1,19
b-26,2019,1,10,5,2,121
c-95,2019,1,10,5,2,153
b-109,2019,1,10,5,2,26
c-68,2019,1,10,5,2,43
b-26,2019,1,10,5,3,83
c-95,2019,1,10,5,3,92
b-109,2019,1,10,5,3,40
c-68,2019,1,10,5,3,29
b-26,2019,1,10,5,4,148
c-95,2019,1,10,5,4,61
b-109,2019,1,10,5,4,22
c-68,2019,1,10,5,4,38
b-26,2019,1,10,5,5,150
c-95,2019,1,10,5,5,111
b-109,2019,1,10,5,5,46
c-68,2019,1,10,5,5,29
b-26,2019,1,10,5,6,294
c-95,2019,1,10,5,6,132
b-109,2019,1,10,5,6,56
c-68,2019,1,10,5,6,34
b-26,2019,1,10,5,7,623
c-95,2019,1,10,5,7,304
b-109,2019,1,10,5,7,40
c-68,2019,1,10,5,7,47
b-26,2019,1,10,5,8,1128
c-95,2019,1,10,5,8,377
b-109,2019,1,10,5,8,58
c-68,2019,1,10,5,8,65
b-26,2019,1,10,5,9,212
c-95,2019,1,10,5,9,291
b-109,2019,1,10,5,9,118
c-68,2019,1,10,5,9,72
b-26,2019,1,10,5,10,3215
c-95,2019,1,10,5,10,578
b-109,2019,1,10,5,10,237
c-68,2019,1,10,5,10,126
b-26,2019,1,10,5,11,2491
c-95,2019,1,10,5,11,882
b-109,2019,1,10,5,11,312
c-68,2019,1,10,5,11,112
b-26,2019,1,10,5,12,5068
c-95,2019,1,10,5,12,1023
b-109,2019,1,10,5,12,286
c-68,2019,1,10,5,12,64
b-26,2019,1,10,5,13,2822
c-95,2019,1,10,5,13,501
b-109,2019,1,10,5,13,412
c-68,2019,1,10,5,13,80
b-26,2019,1,10,5,14,2799
c-95,2019,1,10,5,14,828
b-109,2019,1,10,5,14,96
c-68,2019,1,10,5,14,52
b-26,2019,1,10,5,15,1701
c-95,2019,1,10,5,15,669
b-109,2019,1,10,5,15,193
c-68,2019,1,10,5,15,73
b-26,2019,1,10,5,16,4201
c-95,2019,1,10,5,16,683
b-109,2019,1,10,5,16,339
c-68,2019,1,10,5,16,189
b-26,2019,1,10,5,17,2858
c-95,2019,1,10,5,17,772
b-109,2019,1,10,5,17,450
c-68,2019,1,10,5,17,74
b-26,2019,1,10,5,18,1368
c-95,2019,1,10,5,18,947
b-109,2019,1,10,5,18,385
c-68,2019,1,10,5,18,24
b-26,2019,1,10,5,19,1753
c-95,2019,1,10,5,19,737
b-109,2019,1,10,5,19,411
c-68,2019,1,10,5,19,98
b-26,2019,1,10,5,20,1049
c-95,2019,1,10,5,20,115
b-109,2019,1,10,5,20,162
c-68,2019,1,10,5,20,62
b-26,2019,1,10,5,21,1930
c-95,2019,1,10,5,21,517
b-109,2019,1,10,5,21,172
c-68,2019,1,10,5,21,74
b-26,2019,1,10,5,22,2095
c-95,2019,1,10,5,22,698
b-109,2019,1,10,5,22,158
c-68,2019,1,10,5,22,50
b-26,2019,1,10,5,23,583
c-95,2019,1,10,5,23,418
b-109,2019,1,10,5,23,100
c-68,2019,1,10,5,23,25
b-26,2019,1,11,6,0,142
c-95,2019,1,11,6,0,86
b-109,2019,1,11,6,0,42
c-68,2019,1,11,6,0,11
b-26,2019,1,11,6,1,69
c-95,2019,1,11,6,1,21
b-109,2019,1,11,6,1,14
c-68,2019,1,11,6,1,9
b-26,2019,1,11,6,2,49
c-95,2019,1,11,6,2,45
b-109,2019,1,11,6,2,9
c-68,2019,1,11,6,2,12
b-26,2019,1,11,6,3,45
c-95,2019,1,11,6,3,41
b-109,2019,1,11,6,3,11
c-68,2019,1,11,6,3,10
b-26,2019,1,11,6,4,40
c-95,2019,1,11,6,4,18
b-109,2019,1,11,6,4,13
c-68,2019,1,11,6,4,13
b-26,2019,1,11,6,5,38
c-95,2019,1,11,6,5,23
b-109,2019,1,11,6,5,14
c-68,2019,1,11,6,5,10
b-26,2019,1,11,6,6,79
c-95,2019,1,11,6,6,55
b-109,2019,1,11,6,6,13
c-68,2019,1,11,6,6,14
b-26,2019,1,11,6,7,282
c-95,2019,1,11,6,7,34
b-109,2019,1,11,6,7,10
c-68,2019,1,11,6,7,19
b-26,2019,1,11,6,8,306
c-95,2019,1,11,6,8,165
b-109,2019,1,11,6,8,35
c-68,2019,1,11,6,8,15
b-26,2019,1,11,6,9,802
c-95,2019,1,11,6,9,94
b-109,2019,1,11,6,9,52
c-68,2019,1,11,6,9,9
b-26,2019,1,11,6,10,781
c-95,2019,1,11,6,10,215
b-109,2019,1,11,6,10,79
c-68,2019,1,11,6,10,52
b-26,2019,1,11,6,11,1381
c-95,2019,1,11,6,11,333
b-109,2019,1,11,6,11,106
c-68,2019,1,11,6,11,43
b-26,2019,1,11,6,12,1273
c-95,2019,1,11,6,12,249
b-109,2019,1,11,6,12,95
c-68,2019,1,11,6,12,34
b-26,2019,1,11,6,13,1147
c-95,2019,1,11,6,13,169
b-109,2019,1,11,6,13,91
c-68,2019,1,11,6,13,32
b-26,2019,1,11,6,14,1199
c-95,2019,1,11,6,14,326
b-109,2019,1,11,6,14,53
c-68,2019,1,11,6,14,29
b-26,2019,1,11,6,15,663
c-95,2019,1,11,6,15,235
b-109,2019,1,11,6,15,76
c-68,2019,1,11,6,15,30
b-26,2019,1,11,6,16,1226
c-95,2019,1,11,6,16,186
b-109,2019,1,11,6,16,89
c-68,2019,1,11,6,16,41
b-26,2019,1,11,6,17,1076
c-95,2019,1,11,6,17,261
b-109,2019,1,11,6,17,110
c-68,2019,1,11,6,17,35
b-26,2019,1,11,6,18,1369
c-95,2019,1,11,6,18,274
b-109,2019,1,11,6,18,115
c-68,2019,1,11,6,18,6
b-26,2019,1,11,6,19,642
c-95,2019,1,11,6,19,275
b-109,2019,1,11,6,19,123
c-68,2019,1,11,6,19,40
b-26,2019,1,11,6,20,369
c-95,2019,1,11,6,20,86
b-109,2019,1,11,6,20,119
c-68,2019,1,11,6,20,36
b-26,2019,1,11,6,21,578
c-95,2019,1,11,6,21,173
b-109,2019,1,11,6,21,40
c-68,2019,1,11,6,21,26
b-26,2019,1,11,6,22,270
c-95,2019,1,11,6,22,139
b-109,2019,1,11,6,22,79
c-68,2019,1,11,6,22,16
b-26,2019,1,11,6,23,118
c-95,2019,1,11,6,23,61
b-109,2019,1,11,6,23,36
c-68,2019,1,11,6,23,13
b-26,2019,1,12,7,0,54
c-95,2019,1,12,7,0,33
b-109,2019,1,12,7,0,14
c-68,2019,1,12,7,0,14
b-26,2019,1,12,7,1,42
c-95,2019,1,12,7,1,9
b-109,2019,1,12,7,1,8
c-68,2019,1,12,7,1,2
b-26,2019,1,12,7,2,23
c-95,2019,1,12,7,2,29
b-109,2019,1,12,7,2,4
c-68,2019,1,12,7,2,9
b-26,2019,1,12,7,3,6
c-95,2019,1,12,7,3,10
b-109,2019,1,12,7,3,6
c-68,2019,1,12,7,3,7
b-26,2019,1,12,7,4,27
c-95,2019,1,12,7,4,15
b-109,2019,1,12,7,4,3
c-68,2019,1,12,7,4,8
b-26,2019,1,12,7,5,17
c-95,2019,1,12,7,5,12
b-109,2019,1,12,7,5,8
c-68,2019,1,12,7,5,7
b-26,2019,1,12,7,6,49
c-95,2019,1,12,7,6,23
b-109,2019,1,12,7,6,10
c-68,2019,1,12,7,6,6
b-26,2019,1,12,7,7,136
c-95,2019,1,12,7,7,46
b-109,2019,1,12,7,7,12
c-68,2019,1,12,7,7,10
b-26,2019,1,12,7,8,122
c-95,2019,1,12,7,8,58
b-109,2019,1,12,7,8,20
c-68,2019,1,12,7,8,12
b-26,2019,1,12,7,9,279
c-95,2019,1,12,7,9,68
b-109,2019,1,12,7,9,41
c-68,2019,1,12,7,9,6
b-26,2019,1,12,7,10,567
c-95,2019,1,12,7,10,150
b-109,2019,1,12,7,10,34
c-68,2019,1,12,7,10,26
b-26,2019,1,12,7,11,920
c-95,2019,1,12,7,11,153
b-109,2019,1,12,7,11,37
c-68,2019,1,12,7,11,15
b-26,2019,1,12,7,12,414
c-95,2019,1,12,7,12,245
b-109,2019,1,12,7,12,51
c-68,2019,1,12,7,12,21
b-26,2019,1,12,7,13,522
c-95,2019,1,12,7,13,111
b-109,2019,1,12,7,13,52
c-68,2019,1,12,7,13,17
b-26,2019,1,12,7,14,467
c-95,2019,1,12,7,14,104
b-109,2019,1,12,7,14,24
c-68,2019,1,12,7,14,11
b-26,2019,1,12,7,15,337
c-95,2019,1,12,7,15,84
b-109,2019,1,12,7,15,56
c-68,2019,1,12,7,15,18
b-26,2019,1,12,7,16,498
c-95,2019,1,12,7,16,126
b-109,2019,1,12,7,16,26
c-68,2019,1,12,7,16,24
b-26,2019,1,12,7,17,403
c-95,2019,1,12,7,17,151
b-109,2019,1,12,7,17,45
c-68,2019,1,12,7,17,20
b-26,2019,1,12,7,18,370
c-95,2019,1,12,7,18,102
b-109,2019,1,12,7,18,69
c-68,2019,1,12,7,18,3
b-26,2019,1,12,7,19,360
c-95,2019,1,12,7,19,146
b-109,2019,1,12,7,19,52
c-68,2019,1,12,7,19,11
b-26,2019,1,12,7,20,333
c-95,2019,1,12,7,20,52
b-109,2019,1,12,7,20,27
c-68,2019,1,12,7,20,11
b-26,2019,1,12,7,21,329
c-95,2019,1,12,7,21,108
b-109,2019,1,12,7,21,45
c-68,2019,1,12,7,21,15
b-26,2019,1,12,7,22,248
c-95,2019,1,12,7,22,106
b-109,2019,1,12,7,22,17
c-68,2019,1,12,7,22,9
b-26,2019,1,12,7,23,76
c-95,2019,1,12,7,23,47
b-109,2019,1,12,7,23,19
c-68,2019,1,12,7,23,6
b-26,2019,1,13,1,0,150
c-95,2019,1,13,1,0,85
b-109,2019,1,13,1,0,20
c-68,2019,1,13,1,0,38
b-26,2019,1,13,1,1,111
c-95,2019,1,13,1,1,83
b-109,2019,1,13,1,1,24
c-68,2019,1,13,1,1,20
b-26,2019,1,13,1,2,74
c-95,2019,1,13,1,2,67
b-109,2019,1,13,1,2,18
c-68,2019,1,13,1,2,24
b-26,2019,1,13,1,3,84
c-95,2019,1,13,1,3,53
b-109,2019,1,13,1,3,22
c-68,2019,1,13,1,3,24
b-26,2019,1,13,1,4,88
c-95,2019,1,13,1,4,51
b-109,2019,1,13,1,4,16
c-68,2019,1,13,1,4,20
b-26,2019,1,13,1,5,71
c-95,2019,1,13,1,5,47
b-109,2019,1,13,1,5,18
c-68,2019,1,13,1,5,10
b-26,2019,1,13,1,6,66
c-95,2019,1,13,1,6,58
b-109,2019,1,13,1,6,33
c-68,2019,1,13,1,6,26
b-26,2019,1,13,1,7,358
c-95,2019,1,13,1,7,204
b-109,2019,1,13,1,7,35
c-68,2019,1,13,1,7,37
b-26,2019,1,13,1,8,343
c-95,2019,1,13,1,8,254
b-109,2019,1,13,1,8,63
c-68,2019,1,13,1,8,47
b-26,2019,1,13,1,9,919
c-95,2019,1,13,1,9,246
b-109,2019,1,13,1,9,20
c-68,2019,1,13,1,9,48
b-26,2019,1,13,1,10,1693
c-95,2019,1,13,1,10,635
b-109,2019,1,13,1,10,114
c-68,2019,1,13,1,10,56
b-26,2019,1,13,1,11,2425
c-95,2019,1,13,1,11,523
b-109,2019,1,13,1,11,223
c-68,2019,1,13,1,11,34
b-26,2019,1,13,1,12,1479
c-95,2019,1,13,1,12,713
b-109,2019,1,13,1,12,101
c-68,2019,1,13,1,12,24
b-26,2019,1,13,1,13,2051
c-95,2019,1,13,1,13,303
b-109,2019,1,13,1,13,171
c-68,2019,1,13,1,13,54
b-26,2019,1,13,1,14,1135
c-95,2019,1,13,1,14,253
b-109,2019,1,13,1,14,70
c-68,2019,1,13,1,14,47
b-26,2019,1,13,1,15,1084
c-95,2019,1,13,1,15,407
b-109,2019,1,13,1,15,87
c-68,2019,1,13,1,15,46
b-26,2019,1,13,1,16,1931
c-95,2019,1,13,1,16,263
b-109,2019,1,13,1,16,63
c-68,2019,1,13,1,16,54
b-26,2019,1,13,1,17,2295
c-95,2019,1,13,1,17,354
b-109,2019,1,13,1,17,170
c-68,2019,1,13,1,17,37
b-26,2019,1,13,1,18,1350
c-95,2019,1,13,1,18,378
b-109,2019,1,13,1,18,177
c-68,2019,1,13,1,18,28
b-26,2019,1,13,1,19,1483
c-95,2019,1,13,1,19,308
b-109,2019,1,13,1,19,166
c-68,2019,1,13,1,19,78
b-26,2019,1,13,1,20,944
c-95,2019,1,13,1,20,248
b-109,2019,1,13,1,20,153
c-68,2019,1,13,1,20,34
b-26,2019,1,13,1,21,546
c-95,2019,1,13,1,21,186
b-109,2019,1,13,1,21,111
c-68,2019,1,13,1,21,31
b-26,2019,1,13,1,22,770
c-95,2019,1,13,1,22,219
b-109,2019,1,13,1,22,84
c-68,2019,1,13,1,22,37
b-26,2019,1,13,1,23,305
c-95,2019,1,13,1,23,125
b-109,2019,1,13,1,23,49
c-68,2019,1,13,1,23,28
b-26,2019,1,14,2,0,200
c-95,2019,1,14,2,0,157
b-109,2019,1,14,2,0,37
c-68,2019,1,14,2,0,30
b-26,2019,1,14,2,1,131
c-95,2019,1,14,2,1,56
b-109,2019,1,14,2,1,34
c-68,2019,1,14,2,1,27
b-26,2019,1,14,2,2,135
c-95,2019,1,14,2,2,84
b-109,2019,1,14,2,2,32
c-68,2019,1,14,2,2,22
b-26,2019,1,14,2,3,109
c-95,2019,1,14,2,3,30
b-109,2019,1,14,2,3,43
c-68,2019,1,14,2,3,29
b-26,2019,1,14,2,4,75
c-95,2019,1,14,2,4,50
b-109,2019,1,14,2,4,37
c-68,2019,1,14,2,4,24
b-26,2019,1,14,2,5,38
c-95,2019,1,14,2,5,47
b-109,2019,1,14,2,5,28
c-68,2019,1,14,2,5,45
b-26,2019,1,14,2,6,311
c-95,2019,1,14,2,6,70
b-109,2019,1,14,2,6,25
c-68,2019,1,14,2,6,33
b-26,2019,1,14,2,7,430
c-95,2019,1,14,2,7,191
b-109,2019,1,14,2,7,52
c-68,2019,1,14,2,7,55
b-26,2019,1,14,2,8,621
c-95,2019,1,14,2,8,287
b-109,2019,1,14,2,8,66
c-68,2019,1,14,2,8,61
b-26,2019,1,14,2,9,1039
c-95,2019,1,14,2,9,370
b-109,2019,1,14,2,9,110
c-68,2019,1,14,2,9,40
b-26,2019,1,14,2,10,1473
c-95,2019,1,14,2,10,372
b-109,2019,1,14,2,10,202
c-68,2019,1,14,2,10,93
b-26,2019,1,14,2,11,3045
c-95,2019,1,14,2,11,711
b-109,2019,1,14,2,11,316
c-68,2019,1,14,2,11,63
b-26,2019,1,14,2,12,2667
c-95,2019,1,14,2,12,858
b-109,2019,1,14,2,12,122
c-68,2019,1,14,2,12,103
b-26,2019,1,14,2,13,1563
c-95,2019,1,14,2,13,431
b-109,2019,1,14,2,13,198
c-68,2019,1,14,2,13,62
b-26,2019,1,14,2,14,1774
c-95,2019,1,14,2,14,463
b-109,2019,1,14,2,14,78
c-68,2019,1,14,2,14,59
b-26,2019,1,14,2,15,2241
c-95,2019,1,14,2,15,365
b-109,2019,1,14,2,15,199
c-68,2019,1,14,2,15,91
b-26,2019,1,14,2,16,2039
c-95,2019,1,14,2,16,637
b-109,2019,1,14,2,16,233
c-68,2019,1,14,2,16,96
b-26,2019,1,14,2,17,1706
c-95,2019,1,14,2,17,480
b-109,2019,1,14,2,17,271
c-68,2019,1,14,2,17,84
b-26,2019,1,14,2,18,2022
c-95,2019,1,14,2,18,545
b-109,2019,1,14,2,18,195
c-68,2019,1,14,2,18,31
b-26,2019,1,14,2,19,1296
c-95,2019,1,14,2,19,242
b-109,2019,1,14,2,19,222
c-68,2019,1,14,2,19,105
b-26,2019,1,14,2,20,1147
c-95,2019,1,14,2,20,330
b-109,2019,1,14,2,20,136
c-68,2019,1,14,2,20,74
b-26,2019,1,14,2,21,721
c-95,2019,1,14,2,21,412
b-109,2019,1,14,2,21,181
c-68,2019,1,14,2,21,70
b-26,2019,1,14,2,22,1218
c-95,2019,1,14,2,22,365
b-109,2019,1,14,2,22,180
c-68,2019,1,14,2,22,44
b-26,2019,1,14,2,23,267
c-95,2019,1,14,2,23,274
b-109,2019,1,14,2,23,66
c-68,2019,1,14,2,23,44
b-26,2019,1,15,3,0,377
c-95,2019,1,15,3,0,186
b-109,2019,1,15,3,0,77
c-68,2019,1,15,3,0,35
b-26,2019,1,15,3,1,299
c-95,2019,1,15,3,1,80
b-109,2019,1,15,3,1,39
c-68,2019,1,15,3,1,49
b-26,2019,1,15,3,2,106
c-95,2019,1,15,3,2,124
b-109,2019,1,15,3,2,28
c-68,2019,1,15,3,2,55
b-26,2019,1,15,3,3,76
c-95,2019,1,15,3,3,70
b-109,2019,1,15,3,3,37
c-68,2019,1,15,3,3,42
b-26,2019,1,15,3,4,64
c-95,2019,1,15,3,4,47
b-109,2019,1,15,3,4,43
c-68,2019,1,15,3,4,34
b-26,2019,1,15,3,5,59
c-95,2019,1,15,3,5,104
b-109,2019,1,15,3,5,24
c-68,2019,1,15,3,5,25
b-26,2019,1,15,3,6,247
c-95,2019,1,15,3,6,134
b-109,2019,1,15,3,6,66
c-68,2019,1,15,3,6,53
b-26,2019,1,15,3,7,473
c-95,2019,1,15,3,7,368
b-109,2019,1,15,3,7,72
c-68,2019,1,15,3,7,60
b-26,2019,1,15,3,8,972
c-95,2019,1,15,3,8,245
b-109,2019,1,15,3,8,84
c-68,2019,1,15,3,8,62
b-26,2019,1,15,3,9,1686
c-95,2019,1,15,3,9,379
b-109,2019,1,15,3,9,102
c-68,2019,1,15,3,9,63
b-26,2019,1,15,3,10,2074
c-95,2019,1,15,3,10,346
b-109,2019,1,15,3,10,217
c-68,2019,1,15,3,10,57
b-26,2019,1,15,3,11,2918
c-95,2019,1,15,3,11,724
b-109,2019,1,15,3,11,340
c-68,2019,1,15,3,11,128
b-26,2019,1,15,3,12,2961
c-95,2019,1,15,3,12,991
b-109,2019,1,15,3,12,268
c-68,2019,1,15,3,12,103
b-26,2019,1,15,3,13,1888
c-95,2019,1,15,3,13,487
b-109,2019,1,15,3,13,231
c-68,2019,1,15,3,13,123
b-26,2019,1,15,3,14,1455
c-95,2019,1,15,3,14,450
b-109,2019,1,15,3,14,115
c-68,2019,1,15,3,14,94
b-26,2019,1,15,3,15,1972
c-95,2019,1,15,3,15,684
b-109,2019,1,15,3,15,241
c-68,2019,1,15,3,15,61
b-26,2019,1,15,3,16,1696
c-95,2019,1,15,3,16,400
b-109,2019,1,15,3,16,326
c-68,2019,1,15,3,16,119
b-26,2019,1,15,3,17,2678
c-95,2019,1,15,3,17,667
b-109,2019,1,15,3,17,281
c-68,2019,1,15,3,17,84
b-26,2019,1,15,3,18,2077
c-95,2019,1,15,3,18,468
b-109,2019,1,15,3,18,417
c-68,2019,1,15,3,18,50
b-26,2019,1,15,3,19,1929
c-95,2019,1,15,3,19,954
b-109,2019,1,15,3,19,335
c-68,2019,1,15,3,19,124
b-26,2019,1,15,3,20,45
c-95,2019,1,15,3,20,412
b-109,2019,1,15,3,20,305
c-68,2019,1,15,3,20,52
b-26,2019,1,15,3,21,1472
c-95,2019,1,15,3,21,202
b-109,2019,1,15,3,21,200
c-68,2019,1,15,3,21,100
b-26,2019,1,15,3,22,1014
c-95,2019,1,15,3,22,377
b-109,2019,1,15,3,22,62
c-68,2019,1,15,3,22,65
b-26,2019,1,15,3,23,523
c-95,2019,1,15,3,23,268
b-109,2019,1,15,3,23,81
c-68,2019,1,15,3,23,44
b-26,2019,1,16,4,0,286
c-95,2019,1,16,4,0,132
b-109,2019,1,16,4,0,51
c-68,2019,1,16,4,0,42
b-26,2019,1,16,4,1,181
c-95,2019,1,16,4,1,84
b-109,2019,1,16,4,1,52
c-68,2019,1,16,4,1,54
b-26,2019,1,16,4,2,119
c-95,2019,1,16,4,2,109
b-109,2019,1,16,4,2,36
c-68,2019,1,16,4,2,57
b-26,2019,1,16,4,3,110
c-95,2019,1,16,4,3,34
b-109,2019,1,16,4,3,41
c-68,2019,1,16,4,3,32
b-26,2019,1,16,4,4,92
c-95,2019,1,16,4,4,63
b-109,2019,1,16,4,4,46
c-68,2019,1,16,4,4,40
b-26,2019,1,16,4,5,102
c-95,2019,1,16,4,5,103
b-109,2019,1,16,4,5,58
c-68,2019,1,16,4,5,40
b-26,2019,1,16,4,6,208
c-95,2019,1,16,4,6,81
b-109,2019,1,16,4,6,26
c-68,2019,1,16,4,6,42
b-26,2019,1,16,4,7,505
c-95,2019,1,16,4,7,226
b-109,2019,1,16,4,7,65
c-68,2019,1,16,4,7,51
b-26,2019,1,16,4,8,796
c-95,2019,1,16,4,8,344
b-109,2019,1,16,4,8,74
c-68,2019,1,16,4,8,30
b-26,2019,1,16,4,9,1159
c-95,2019,1,16,4,9,452
b-109,2019,1,16,4,9,109
c-68,2019,1,16,4,9,43
b-26,2019,1,16,4,10,2548
c-95,2019,1,16,4,10,498
b-109,2019,1,16,4,10,136
c-68,2019,1,16,4,10,180
b-26,2019,1,16,4,11,3416
c-95,2019,1,16,4,11,586
b-109,2019,1,16,4,11,226
c-68,2019,1,16,4,11,98
b-26,2019,1,16,4,12,2426
c-95,2019,1,16,4,12,675
b-109,2019,1,16,4,12,124
c-68,2019,1,16,4,12,98
b-26,2019,1,16,4,13,1321
c-95,2019,1,16,4,13,537
b-109,2019,1,16,4,13,169
c-68,2019,1,16,4,13,143
b-26,2019,1,16,4,14,2340
c-95,2019,1,16,4,14,603
b-109,2019,1,16,4,14,101
c-68,2019,1,16,4,14,110
b-26,2019,1,16,4,15,2038
c-95,2019,1,16,4,15,457
b-109,2019,1,16,4,15,243
c-68,2019,1,16,4,15,61
b-26,2019,1,16,4,16,2526
c-95,2019,1,16,4,16,835
b-109,2019,1,16,4,16,299
c-68,2019,1,16,4,16,123
b-26,2019,1,16,4,17,2446
c-95,2019,1,16,4,17,689
b-109,2019,1,16,4,17,297
c-68,2019,1,16,4,17,112
b-26,2019,1,16,4,18,1439
c-95,2019,1,16,4,18,388
b-109,2019,1,16,4,18,232
c-68,2019,1,16,4,18,35
b-26,2019,1,16,4,19,2508
c-95,2019,1,16,4,19,575
b-109,2019,1,16,4,19,266
c-68,2019,1,16,4,19,77
b-26,2019,1,16,4,20,1431
c-95,2019,1,16,4,20,308
b-109,2019,1,16,4,20,212
c-68,2019,1,16,4,20,97
b-26,2019,1,16,4,21,1425
c-95,2019,1,16,4,21,273
b-109,2019,1,16,4,21,204
c-68,2019,1,16,4,21,78
b-26,2019,1,16,4,22,1606
c-95,2019,1,16,4,22,348
b-109,2019,1,16,4,22,83
c-68,2019,1,16,4,22,63
b-26,2019,1,16,4,23,413
c-95,2019,1,16,4,23,355
b-109,2019,1,16,4,23,122
c-68,2019,1,16,4,23,40
b-26,2019,1,17,5,0,354
c-95,2019,1,17,5,0,190
b-109,2019,1,17,5,0,96
c-68,2019,1,17,5,0,50
b-26,2019,1,17,5,1,352
c-95,2019,1,17,5,1,167
b-109,2019,1,17,5,1,61
c-68,2019,1,17,5,1,52
b-26,2019,1,17,5,2,163
c-95,2019,1,17,5,2,123
b-109,2019,1,17,5,2,49
c-68,2019,1,17,5,2,62
b-26,2019,1,17,5,3,103
c-95,2019,1,17,5,3,58
b-109,2019,1,17,5,3,45
c-68,2019,1,17,5,3,49
b-26,2019,1,17,5,4,140
c-95,2019,1,17,5,4,114
b-109,2019,1,17,5,4,54
c-68,2019,1,17,5,4,61
b-26,2019,1,17,5,5,127
c-95,2019,1,17,5,5,102
b-109,2019,1,17,5,5,36
c-68,2019,1,17,5,5,57
b-26,2019,1,17,5,6,372
c-95,2019,1,17,5,6,99
b-109,2019,1,17,5,6,49
c-68,2019,1,17,5,6,48
b-26,2019,1,17,5,7,252
c-95,2019,1,17,5,7,320
b-109,2019,1,17,5,7,63
c-68,2019,1,17,5,7,99
b-26,2019,1,17,5,8,697
c-95,2019,1,17,5,8,354
b-109,2019,1,17,5,8,86
c-68,2019,1,17,5,8,65
b-26,2019,1,17,5,9,1983
c-95,2019,1,17,5,9,434
b-109,2019,1,17,5,9,180
c-68,2019,1,17,5,9,54
b-26,2019,1,17,5,10,3631
c-95,2019,1,17,5,10,795
b-109,2019,1,17,5,10,154
c-68,2019,1,17,5,10,143
b-26,2019,1,17,5,11,3611
c-95,2019,1,17,5,11,1338
b-109,2019,1,17,5,11,418
c-68,2019,1,17,5,11,89
b-26,2019,1,17,5,12,3460
c-95,2019,1,17,5,12,1305
b-109,2019,1,17,5,12,202
c-68,2019,1,17,5,12,108
b-26,2019,1,17,5,13,2415
c-95,2019,1,17,5,13,685
b-109,2019,1,17,5,13,303
c-68,2019,1,17,5,13,201
b-26,2019,1,17,5,14,2129
c-95,2019,1,17,5,14,695
b-109,2019,1,17,5,14,117
c-68,2019,1,17,5,14,137
b-26,2019,1,17,5,15,3783
c-95,2019,1,17,5,15,894
b-109,2019,1,17,5,15,273
c-68,2019,1,17,5,15,92
b-26,2019,1,17,5,16,1768
c-95,2019,1,17,5,16,556
b-109,2019,1,17,5,16,78
c-68,2019,1,17,5,16,159
b-26,2019,1,17,5,17,2882
c-95,2019,1,17,5,17,599
b-109,2019,1,17,5,17,243
c-68,2019,1,17,5,17,107
b-26,2019,1,17,5,18,3004
c-95,2019,1,17,5,18,779
b-109,2019,1,17,5,18,293
c-68,2019,1,17,5,18,51
b-26,2019,1,17,5,19,2272
c-95,2019,1,17,5,19,918
b-109,2019,1,17,5,19,393
c-68,2019,1,17,5,19,107
b-26,2019,1,17,5,20,1902
c-95,2019,1,17,5,20,504
b-109,2019,1,17,5,20,294
c-68,2019,1,17,5,20,84
b-26,2019,1,17,5,21,1733
c-95,2019,1,17,5,21,560
b-109,2019,1,17,5,21,242
c-68,2019,1,17,5,21,111
b-26,2019,1,17,5,22,1367
c-95,2019,1,17,5,22,643
b-109,2019,1,17,5,22,278
c-68,2019,1,17,5,22,84
b-26,2019,1,17,5,23,601
c-95,2019,1,17,5,23,324
b-109,2019,1,17,5,23,122
